datetime,PO4T1,PO4T2,Oxi,ID toc do quat,Luu luong S003 F2,<100µm,<10µm,<120um,<130um,<150um,<15µm,<20µm,<45µm,<50µm,<60µm,<70µm,<80µm,MKN
2023-03-18 16:00:00,965.0485229,677.7261963,1.576643586,70,133.9913483,39.8,0.17,59.3,67.96,81.5,0.38,0.8,5.1,6.57,10.24,15.39,22.16,0.910003734
2023-03-18 18:00:00,978.8404541,687.2295532,1.546828747,70,145.718399,39.8,0.17,59.3,67.96,81.5,0.38,0.8,5.1,6.57,10.24,15.39,22.16,0.910003734
2023-03-18 20:00:00,972.5119019,693.0605469,1.445813775,70,143.8498383,39.8,0.17,59.3,67.96,81.5,0.38,0.8,5.1,6.57,10.24,15.39,22.16,0.910003734
2023-03-18 22:00:00,970.522522,696.1541138,1.302079558,70,139.639267,39.58,0.12,59.42,68.25,82.08,0.33,0.76,4.94,6.38,9.98,15.07,21.82,0.900068051
2023-03-19 00:00:00,972.5785522,699.0473633,1.642948389,70,136.5067139,39.58,0.12,59.42,68.25,82.08,0.33,0.76,4.94,6.38,9.98,15.07,21.82,0.900068051
2023-03-19 02:00:00,973.0325928,702.4525146,1.425788999,70,140.2099762,39.58,0.12,59.42,68.25,82.08,0.33,0.76,4.94,6.38,9.98,15.07,21.82,0.900068051
2023-03-19 04:00:00,984.62146,700.560791,1.256244779,70,143.6342316,39.58,0.12,59.42,68.25,82.08,0.33,0.76,4.94,6.38,9.98,15.07,21.82,0.900068051
2023-03-19 06:00:00,959.2407837,703.9214478,1.384404302,70,143.283371,43.03,0.19,62.31,70.73,83.69,0.42,0.89,6.13,7.86,12.06,17.74,24.95,0.85774653
2023-03-19 08:00:00,972.0178223,702.5415039,1.430683732,70,137.7876282,43.03,0.19,62.31,70.73,83.69,0.42,0.89,6.13,7.86,12.06,17.74,24.95,0.85774653
2023-03-19 10:00:00,967.0512085,692.8380127,1.576198339,70,133.4544525,43.03,0.19,62.31,70.73,83.69,0.42,0.89,6.13,7.86,12.06,17.74,24.95,0.85774653
2023-03-19 12:00:00,971.0166016,693.7059937,1.518793702,70,141.6642456,43.03,0.19,62.31,70.73,83.69,0.42,0.89,6.13,7.86,12.06,17.74,24.95,0.85774653
2023-03-19 14:00:00,976.6641235,693.9730225,1.622478247,70,137.54245,40.64,0.18,60.24,68.87,82.26,0.39,0.82,5.21,6.72,10.47,15.75,22.69,0.864493465
2023-03-19 16:00:00,976.6641235,693.9730225,1.622478247,70,137.54245,40.64,0.18,60.24,68.87,82.26,0.39,0.82,5.21,6.72,10.47,15.75,22.69,0.864493465
2023-03-19 18:00:00,977.5452881,697.6674805,1.432464123,70,137.161972,40.64,0.18,60.24,68.87,82.26,0.39,0.82,5.21,6.72,10.47,15.75,22.69,0.864493465
2023-03-19 20:00:00,975.9966431,704.8562012,1.363044381,70,138.6204681,40.64,0.18,60.24,68.87,82.26,0.39,0.82,5.21,6.72,10.47,15.75,22.69,0.864493465
2023-03-19 22:00:00,967.1046143,700.9836426,1.467173696,70,135.5090179,39.41,0.07,59.07,67.78,81.38,0.21,0.57,4.53,5.95,9.55,14.71,21.55,0.881668928
2023-03-20 00:00:00,977.7723389,706.3250732,1.431574225,70,138.6204681,39.41,0.07,59.07,67.78,81.38,0.21,0.57,4.53,5.95,9.55,14.71,21.55,0.881668928
2023-03-20 02:00:00,977.5053711,709.7302246,1.263364553,70,143.5031891,39.41,0.07,59.07,67.78,81.38,0.21,0.57,4.53,5.95,9.55,14.71,21.55,0.881668928
2023-03-20 04:00:00,981.1367188,706.1025391,1.38573885,70,142.0700836,39.41,0.07,59.07,67.78,81.38,0.21,0.57,4.53,5.95,9.55,14.71,21.55,0.881668928
2023-03-20 06:00:00,977.3183594,712.8237305,1.422228813,70,138.7050171,39.6,0.11,58.78,67.23,80.39,0.23,0.59,4.79,6.26,9.94,15.14,21.98,0.782078094
2023-03-20 08:00:00,978.3997803,709.9082031,1.636718512,70,138.3625641,39.6,0.11,58.78,67.23,80.39,0.23,0.59,4.79,6.26,9.94,15.14,21.98,0.782078094
2023-03-20 10:00:00,979.6682129,686.272522,1.800032854,70,134.8495178,39.6,0.11,58.78,67.23,80.39,0.23,0.59,4.79,6.26,9.94,15.14,21.98,0.782078094
2023-03-20 12:00:00,977.7589111,677.7039795,1.854322672,70,131.2646332,39.6,0.11,58.78,67.23,80.39,0.23,0.59,4.79,6.26,9.94,15.14,21.98,0.782078094
2023-03-20 14:00:00,984.5278931,681.7545166,1.885027289,70,128.3857117,39.2,0.09,58.91,67.68,81.43,0.25,0.64,4.82,6.24,9.78,14.8,21.51,0.843783287
2023-03-20 16:00:00,984.5278931,681.7545166,1.885027289,70,128.3857117,39.2,0.09,58.91,67.68,81.43,0.25,0.64,4.82,6.24,9.78,14.8,21.51,0.843783287
2023-03-20 18:00:00,995.0487671,710.6204834,1.04175508,70,144.3529053,39.2,0.09,58.91,67.68,81.43,0.25,0.64,4.82,6.24,9.78,14.8,21.51,0.843783287
2023-03-20 20:00:00,984.5948486,711.0210571,1.457383633,70,140.6200409,39.2,0.09,58.91,67.68,81.43,0.25,0.64,4.82,6.24,9.78,14.8,21.51,0.843783287
2023-03-20 22:00:00,986.7844238,712.8015137,1.312314272,70,138.6838531,39.54,0.13,59.35,68.16,81.97,0.27,0.65,4.87,6.32,9.91,15,21.76,0.811722986
2023-03-21 00:00:00,989.8953857,713.4914551,1.26736939,70,144.7756805,39.54,0.13,59.35,68.16,81.97,0.27,0.65,4.87,6.32,9.91,15,21.76,0.811722986
2023-03-21 02:00:00,987.0245972,714.982605,1.312314272,70,141.3514099,39.54,0.13,59.35,68.16,81.97,0.27,0.65,4.87,6.32,9.91,15,21.76,0.811722986
2023-03-21 04:00:00,981.1101074,716.4737549,1.311424375,70,139.4828491,39.54,0.13,59.35,68.16,81.97,0.27,0.65,4.87,6.32,9.91,15,21.76,0.811722986
2023-03-21 06:00:00,976.343811,712.8682861,1.084030271,70,131.7592316,39.79,0.15,59.46,68.16,81.72,0.26,0.61,4.82,6.3,9.94,15.11,21.94,0.838238386
2023-03-21 08:00:00,981.4838867,710.3311157,1.335453987,70,138.142746,39.79,0.15,59.46,68.16,81.72,0.26,0.61,4.82,6.3,9.94,15.11,21.94,0.838238386
2023-03-21 10:00:00,978.5599976,707.5491333,1.374168992,70,137.9905396,39.79,0.15,59.46,68.16,81.72,0.26,0.61,4.82,6.3,9.94,15.11,21.94,0.838238386
2023-03-21 12:00:00,979.2943726,702.5192871,1.550388336,70,132.2327271,39.79,0.15,59.46,68.16,81.72,0.26,0.61,4.82,6.3,9.94,15.11,21.94,0.838238386
2023-03-21 14:00:00,989.8418579,705.3234863,1.361709237,70,138.1469727,39.7,0.16,59.43,68.19,81.84,0.28,0.65,4.93,6.4,10.04,15.16,21.93,0.831164531
2023-03-21 16:00:00,989.8418579,705.3234863,1.361709237,70,138.1469727,39.7,0.16,59.43,68.19,81.84,0.28,0.65,4.93,6.4,10.04,15.16,21.93,0.831164531
2023-03-21 18:00:00,991.7111206,708.4616089,1.36081934,70,143.3721313,39.7,0.16,59.43,68.19,81.84,0.28,0.65,4.93,6.4,10.04,15.16,21.93,0.831164531
2023-03-21 20:00:00,988.7070313,707.9052124,1.570413709,70,137.7960968,39.7,0.16,59.43,68.19,81.84,0.28,0.65,4.93,6.4,10.04,15.16,21.93,0.831164531
2023-03-21 22:00:00,982.6722412,710.5536499,1.153004766,70,137.259201,39.43,0.16,58.93,67.56,81.03,0.28,0.62,4.81,6.26,9.87,14.98,21.75,0.851366691
2023-03-22 00:00:00,998.3199463,718.9441528,1.197949648,70,144.2514648,39.43,0.16,58.93,67.56,81.03,0.28,0.62,4.81,6.26,9.87,14.98,21.75,0.851366691
2023-03-22 02:00:00,981.6975098,715.3831787,1.3714993,70,135.031311,39.43,0.16,58.93,67.56,81.03,0.28,0.62,4.81,6.26,9.87,14.98,21.75,0.851366691
2023-03-22 04:00:00,986.9979858,715.0270996,1.372389197,70,141.3598633,39.43,0.16,58.93,67.56,81.03,0.28,0.62,4.81,6.26,9.87,14.98,21.75,0.851366691
2023-03-22 06:00:00,980.4558105,714.9381104,1.318544149,70,138.1850281,40.05,0.05,59.58,68.22,81.65,0.16,0.52,4.94,6.45,10.18,15.4,22.26,0.840734687
2023-03-22 08:00:00,975.5426025,712.1561279,1.394639015,70,139.3137665,40.05,0.05,59.58,68.22,81.65,0.16,0.52,4.94,6.45,10.18,15.4,22.26,0.840734687
2023-03-22 10:00:00,989.8551636,703.4985352,1.481413841,70,135.213089,40.05,0.05,59.58,68.22,81.65,0.16,0.52,4.94,6.45,10.18,15.4,22.26,0.840734687
2023-03-22 12:00:00,985.5292969,699.6483154,1.69412303,70,133.0570831,40.05,0.05,59.58,68.22,81.65,0.16,0.52,4.94,6.45,10.18,15.4,22.26,0.840734687
2023-03-22 14:00:00,981.3371582,697.5562134,1.61891818,70,137.7200012,40.47,0.17,60.12,68.78,82.25,0.28,0.62,4.86,6.37,10.14,15.46,22.44,0.849829421
2023-03-22 16:00:00,981.3371582,697.5562134,1.61891818,70,137.7200012,40.47,0.17,60.12,68.78,82.25,0.28,0.62,4.86,6.37,10.14,15.46,22.44,0.849829421
2023-03-22 18:00:00,980.9899902,705.0341797,1.60823822,70,136.5194092,40.47,0.17,60.12,68.78,82.25,0.28,0.62,4.86,6.37,10.14,15.46,22.44,0.849829421
2023-03-22 20:00:00,987.5720215,704.3887939,1.62425828,70,140.1000824,40.47,0.17,60.12,68.78,82.25,0.28,0.62,4.86,6.37,10.14,15.46,22.44,0.849829421
2023-03-22 22:00:00,987.3184204,708.572876,1.389299035,70,138.7980042,39.26,0.09,59.06,67.87,81.67,0.21,0.54,4.6,6.04,9.61,14.69,21.45,0.806065004
2023-03-23 00:00:00,975.7162476,709.307312,1.403539181,70,137.3099213,39.26,0.09,59.06,67.87,81.67,0.21,0.54,4.6,6.04,9.61,14.69,21.45,0.806065004
2023-03-23 02:00:00,984.5947266,710.3088379,1.569968462,70,140.2395782,39.26,0.09,59.06,67.87,81.67,0.21,0.54,4.6,6.04,9.61,14.69,21.45,0.806065004
2023-03-23 04:00:00,985.9432373,709.9527588,1.411104202,70,137.8299103,39.26,0.09,59.06,67.87,81.67,0.21,0.54,4.6,6.04,9.61,14.69,21.45,0.806065004
2023-03-23 06:00:00,984.5413818,710.2643433,1.433798671,70,141.2752991,40.39,0.17,60.26,68.97,82.41,0.3,0.64,4.8,6.27,9.93,15.19,22.18,0.846647918
2023-03-23 08:00:00,979.3878174,711.3770752,1.373279095,70,136.320694,40.39,0.17,60.26,68.97,82.41,0.3,0.64,4.8,6.27,9.93,15.19,22.18,0.846647918
2023-03-23 10:00:00,981.9645386,698.9806519,1.700798273,70,129.2819366,40.39,0.17,60.26,68.97,82.41,0.3,0.64,4.8,6.27,9.93,15.19,22.18,0.846647918
2023-03-23 12:00:00,986.7041626,698.4909668,1.633158326,70,135.2088623,40.39,0.17,60.26,68.97,82.41,0.3,0.64,4.8,6.27,9.93,15.19,22.18,0.846647918
2023-03-23 14:00:00,991.5775146,700.8278809,1.435579062,70,139.1404266,40.43,0.1,60.13,68.8,82.26,0.23,0.57,4.93,6.46,10.2,15.46,22.41,0.849097326
2023-03-23 16:00:00,991.5775146,700.8278809,1.435579062,70,139.1404266,40.43,0.1,60.13,68.8,82.26,0.23,0.57,4.93,6.46,10.2,15.46,22.41,0.849097326
2023-03-23 18:00:00,983.9406738,704.3220215,1.509003639,70,137.0943298,40.43,0.1,60.13,68.8,82.26,0.23,0.57,4.93,6.46,10.2,15.46,22.41,0.849097326
2023-03-23 20:00:00,988.0927124,706.3918457,1.374168992,70,143.5370178,40.43,0.1,60.13,68.8,82.26,0.23,0.57,4.93,6.46,10.2,15.46,22.41,0.849097326
2023-03-23 22:00:00,985.3825073,706.3918457,1.442254186,70,135.8979492,38.96,0.16,58.53,67.22,80.83,0.31,0.64,4.7,6.12,9.63,14.65,21.34,0.806945812
2023-03-24 00:00:00,979.6147461,708.3725586,1.488088965,70,139.1192932,38.96,0.16,58.53,67.22,80.83,0.31,0.64,4.7,6.12,9.63,14.65,21.34,0.806945812
2023-03-24 02:00:00,990.0421143,712.5344238,1.441363692,70,137.440979,38.96,0.16,58.53,67.22,80.83,0.31,0.64,4.7,6.12,9.63,14.65,21.34,0.806945812
2023-03-24 04:00:00,986.7175903,712.4454346,1.425788999,70,142.8944244,38.96,0.16,58.53,67.22,80.83,0.31,0.64,4.7,6.12,9.63,14.65,21.34,0.806945812
2023-03-24 06:00:00,985.3022461,714.5819702,1.440919042,70,141.1569366,40.39,0.04,60.38,69.18,82.83,0.15,0.47,4.64,6.15,9.88,15.17,22.16,0.840675789
2023-03-24 08:00:00,1017.879395,713.1575928,1.5868783,70,143.4862823,40.39,0.04,60.38,69.18,82.83,0.15,0.47,4.64,6.15,9.88,15.17,22.16,0.840675789
2023-03-24 10:00:00,979.7749023,703.4763184,1.603788137,70,132.0382538,40.39,0.04,60.38,69.18,82.83,0.15,0.47,4.64,6.15,9.88,15.17,22.16,0.840675789
2023-03-24 12:00:00,983.6869507,698.223877,1.68077302,70,135.6062469,40.39,0.04,60.38,69.18,82.83,0.15,0.47,4.64,6.15,9.88,15.17,22.16,0.840675789
2023-03-24 14:00:00,985.7696533,694.7519531,1.858327508,70,132.9936676,39.97,0.11,59.93,68.74,82.39,0.22,0.55,4.71,6.18,9.8,14.96,21.86,0.836926552
2023-03-24 16:00:00,985.7696533,694.7519531,1.858327508,70,132.9936676,39.97,0.11,59.93,68.74,82.39,0.22,0.55,4.71,6.18,9.8,14.96,21.86,0.836926552
2023-03-24 18:00:00,989.8016357,697.9123535,1.36615932,70,138.8360596,39.97,0.11,59.93,68.74,82.39,0.22,0.55,4.71,6.18,9.8,14.96,21.86,0.836926552
2023-03-24 20:00:00,991.5507202,699.0473633,1.35013938,70,138.857193,39.97,0.11,59.93,68.74,82.39,0.22,0.55,4.71,6.18,9.8,14.96,21.86,0.836926552
2023-03-24 22:00:00,991.8844604,701.0726318,1.593108177,70,141.1231232,40.36,0.03,60.09,68.75,82.11,0.14,0.48,4.74,6.25,9.96,15.24,22.22,0.817361284
2023-03-25 00:00:00,982.3518066,702.897644,1.373279095,70,137.1746521,40.36,0.03,60.09,68.75,82.11,0.14,0.48,4.74,6.25,9.96,15.24,22.22,0.817361284
2023-03-25 02:00:00,983.7269287,702.9199219,1.43335402,70,139.656189,40.36,0.03,60.09,68.75,82.11,0.14,0.48,4.74,6.25,9.96,15.24,22.22,0.817361284
2023-03-25 04:00:00,990.2289429,703.4985352,1.478743553,70,137.5086365,40.36,0.03,60.09,68.75,82.11,0.14,0.48,4.74,6.25,9.96,15.24,22.22,0.817361284
2023-03-25 06:00:00,980.3890381,701.3397217,1.547273397,70,136.7138519,40.62,0.12,60.39,69.06,82.48,0.22,0.53,4.79,6.32,10.09,15.41,22.43,0.817260108
2023-03-25 08:00:00,981.7108154,700.1156006,1.481413841,70,138.1723328,40.62,0.12,60.39,69.06,82.48,0.22,0.53,4.79,6.32,10.09,15.41,22.43,0.817260108
2023-03-25 10:00:00,970.7362671,699.0473633,1.426678896,70,133.2473297,40.62,0.12,60.39,69.06,82.48,0.22,0.53,4.79,6.32,10.09,15.41,22.43,0.817260108
2023-03-25 12:00:00,977.5320435,694.1733398,1.785348177,70,134.2450104,40.62,0.12,60.39,69.06,82.48,0.22,0.53,4.79,6.32,10.09,15.41,22.43,0.817260108
2023-03-25 14:00:00,984.4346313,694.9968262,1.542378664,70,136.8153229,40.41,0.17,60.26,69.02,82.63,0.28,0.6,4.87,6.4,10.16,15.42,22.36,0.834283534
2023-03-25 16:00:00,984.4346313,694.9968262,1.542378664,70,136.8153229,40.41,0.17,60.26,69.02,82.63,0.28,0.6,4.87,6.4,10.16,15.42,22.36,0.834283534
2023-03-25 18:00:00,984.06073,690.5456543,1.55661881,70,138.8022308,40.41,0.17,60.26,69.02,82.63,0.28,0.6,4.87,6.4,10.16,15.42,22.36,0.834283534
2023-03-25 20:00:00,985.8897705,696.3989258,1.464948654,70,134.6719666,40.41,0.17,60.26,69.02,82.63,0.28,0.6,4.87,6.4,10.16,15.42,22.36,0.834283534
2023-03-25 22:00:00,987.1848145,697.355957,1.517903805,70,139.4701691,39.85,0.16,59.67,68.39,81.89,0.27,0.57,4.53,5.99,9.62,14.82,21.74,0.852355481
2023-03-26 00:00:00,981.296936,699.0473633,1.455603838,70,141.7868347,39.85,0.16,59.67,68.39,81.89,0.27,0.57,4.53,5.99,9.62,14.82,21.74,0.852355481
2023-03-26 02:00:00,990.3759766,702.9421387,1.471623778,70,140.7215118,39.85,0.16,59.67,68.39,81.89,0.27,0.57,4.53,5.99,9.62,14.82,21.74,0.852355481
2023-03-26 04:00:00,982.2850342,703.6098633,1.548608541,70,139.6646423,39.85,0.16,59.67,68.39,81.89,0.27,0.57,4.53,5.99,9.62,14.82,21.74,0.852355481
2023-03-26 06:00:00,982.8457642,704.4555664,1.456049085,70,137.6100769,41.98,0.14,61.71,70.24,83.19,0.25,0.55,4.92,6.52,10.46,16.03,23.35,0.840803526
2023-03-26 08:00:00,972.418335,702.2744751,1.562848687,70,138.5063019,41.98,0.14,61.71,70.24,83.19,0.25,0.55,4.92,6.52,10.46,16.03,23.35,0.840803526
2023-03-26 10:00:00,987.1582031,699.203125,1.610908508,70,137.635437,41.98,0.14,61.71,70.24,83.19,0.25,0.55,4.92,6.52,10.46,16.03,23.35,0.840803526
2023-03-26 12:00:00,984.6882935,693.6837158,1.785348177,70,138.1215973,41.98,0.14,61.71,70.24,83.19,0.25,0.55,4.92,6.52,10.46,16.03,23.35,0.840803526
2023-03-26 14:00:00,988.4399414,692.7489624,1.703023314,70,135.8937225,39.68,0.09,59.44,68.14,81.66,0.19,0.48,4.54,6.04,9.69,14.85,21.71,0.84670051
2023-03-26 16:00:00,988.4399414,692.7489624,1.703023314,70,135.8937225,39.68,0.09,59.44,68.14,81.66,0.19,0.48,4.54,6.04,9.69,14.85,21.71,0.84670051
2023-03-26 18:00:00,975.2088623,692.303833,1.536148787,70,138.743042,39.68,0.09,59.44,68.14,81.66,0.19,0.48,4.54,6.04,9.69,14.85,21.71,0.84670051
2023-03-26 20:00:00,987.9860229,697.6897583,1.526358724,70,139.4997711,39.68,0.09,59.44,68.14,81.66,0.19,0.48,4.54,6.04,9.69,14.85,21.71,0.84670051
2023-03-26 22:00:00,983.2196045,696.9998169,1.44937396,70,137.4325256,41.17,-,60.96,69.61,82.95,0.1,0.4,4.72,6.33,10.25,15.72,22.86,0.862734944
2023-03-27 00:00:00,969.401123,698.1126709,1.335009336,70,136.7857056,41.17,-,60.96,69.61,82.95,0.1,0.4,4.72,6.33,10.25,15.72,22.86,0.862734944
2023-03-27 02:00:00,992.2850342,704.8339233,1.739068031,70,143.6300201,41.17,-,60.96,69.61,82.95,0.1,0.4,4.72,6.33,10.25,15.72,22.86,0.862734944
2023-03-27 04:00:00,981.9912109,702.6082764,1.486308575,70,135.6823578,41.17,-,60.96,69.61,82.95,0.1,0.4,4.72,6.33,10.25,15.72,22.86,0.862734944
2023-03-27 06:00:00,988.4665527,705.3012695,1.333674192,70,133.6573792,36.57,0.06,56.57,65.57,79.83,0.16,0.44,3.79,5.03,8.15,12.75,19.13,0.830923631
2023-03-27 08:00:00,986.6242065,702.2744751,1.456493735,70,139.2165375,36.57,0.06,56.57,65.57,79.83,0.16,0.44,3.79,5.03,8.15,12.75,19.13,0.830923631
2023-03-27 10:00:00,978.9472046,696.7550049,1.663418412,70,140.1677094,36.57,0.06,56.57,65.57,79.83,0.16,0.44,3.79,5.03,8.15,12.75,19.13,0.830923631
2023-03-27 12:00:00,985.6763306,692.7489624,1.741293192,70,134.321106,36.57,0.06,56.57,65.57,79.83,0.16,0.44,3.79,5.03,8.15,12.75,19.13,0.830923631
2023-03-27 14:00:00,982.7388916,695.2637939,1.649178267,70,136.756134,39.73,0.15,59.53,68.27,81.87,0.25,0.54,4.52,6,9.64,14.82,21.71,0.827036193
2023-03-27 16:00:00,982.7388916,695.2637939,1.649178267,70,136.756134,39.73,0.15,59.53,68.27,81.87,0.25,0.54,4.52,6,9.64,14.82,21.71,0.827036193
2023-03-27 18:00:00,985.6762085,703.2982788,1.380844116,70,138.5570374,39.73,0.15,59.53,68.27,81.87,0.25,0.54,4.52,6,9.64,14.82,21.71,0.827036193
2023-03-27 20:00:00,984.1676025,699.6259766,1.456493735,70,136.9674988,39.73,0.15,59.53,68.27,81.87,0.25,0.54,4.52,6,9.64,14.82,21.71,0.827036193
2023-03-27 22:00:00,991.217041,704.010376,1.394639015,70,140.2607117,39.77,0.11,59.71,68.51,82.16,0.21,0.5,4.45,5.92,9.58,14.76,21.66,0.861314541
2023-03-28 00:00:00,982.5119019,706.1025391,1.480078697,70,136.5574341,39.77,0.11,59.71,68.51,82.16,0.21,0.5,4.45,5.92,9.58,14.76,21.66,0.861314541
2023-03-28 02:00:00,995.3024292,705.7686768,1.533478498,70,139.1615601,39.77,0.11,59.71,68.51,82.16,0.21,0.5,4.45,5.92,9.58,14.76,21.66,0.861314541
2023-03-28 04:00:00,987.1849365,702.0742188,1.464058757,70,138.337204,39.77,0.11,59.71,68.51,82.16,0.21,0.5,4.45,5.92,9.58,14.76,21.66,0.861314541
2023-03-28 06:00:00,989.321167,704.0326538,1.448928714,70,138.6500397,39.14,-,59.23,68.1,81.86,0.09,0.36,3.85,5.24,8.78,13.94,20.88,0.819045626
2023-03-28 08:00:00,984.7550659,700.6052246,1.493428946,70,137.7876282,39.14,-,59.23,68.1,81.86,0.09,0.36,3.85,5.24,8.78,13.94,20.88,0.819045626
2023-03-28 10:00:00,992.0046387,695.8202515,1.602008462,70,137.440979,39.14,-,59.23,68.1,81.86,0.09,0.36,3.85,5.24,8.78,13.94,20.88,0.819045626
2023-03-28 12:00:00,992.0715942,690.7459106,1.70168817,70,133.8053436,39.14,-,59.23,68.1,81.86,0.09,0.36,3.85,5.24,8.78,13.94,20.88,0.819045626
2023-03-28 14:00:00,992.1515503,688.4090576,1.829847693,70,136.515152,38.9,0.08,59.01,67.85,81.51,0.12,0.37,3.71,5.07,8.55,13.67,20.6,0.837267982
2023-03-28 16:00:00,992.1515503,688.4090576,1.829847693,70,136.515152,38.9,0.08,59.01,67.85,81.51,0.12,0.37,3.71,5.07,8.55,13.67,20.6,0.837267982
2023-03-28 18:00:00,988.4934692,696.9107666,1.670538187,70,136.3080139,38.9,0.08,59.01,67.85,81.51,0.12,0.37,3.71,5.07,8.55,13.67,20.6,0.837267982
2023-03-28 20:00:00,984.4078979,700.071167,1.39641881,70,136.0036469,38.9,0.08,59.01,67.85,81.51,0.12,0.37,3.71,5.07,8.55,13.67,20.6,0.837267982
2023-03-28 22:00:00,996.4106445,705.9021606,1.434243917,70,140.0324097,40.17,0.03,59.95,68.63,82.04,0.13,0.41,4.39,5.93,9.7,15,22,0.847145848
2023-03-29 00:00:00,987.9057617,701.0058594,1.63983345,70,136.5870209,40.17,0.03,59.95,68.63,82.04,0.13,0.41,4.39,5.93,9.7,15,22,0.847145848
2023-03-29 02:00:00,989.6948853,706.970459,1.495653987,70,137.9863281,40.17,0.03,59.95,68.63,82.04,0.13,0.41,4.39,5.93,9.7,15,22,0.847145848
2023-03-29 04:00:00,990.0020752,706.2805176,1.448038816,70,140.0155334,40.17,0.03,59.95,68.63,82.04,0.13,0.41,4.39,5.93,9.7,15,22,0.847145848
2023-03-29 06:00:00,1002.91272,703.8991699,1.59755826,70,138.2949219,38.02,0.03,58.05,66.99,81.03,0.12,0.39,3.9,5.25,8.62,13.52,20.18,0.811917919
2023-03-29 08:00:00,1002.845886,702.786377,1.66430831,70,141.3302765,38.02,0.03,58.05,66.99,81.03,0.12,0.39,3.9,5.25,8.62,13.52,20.18,0.811917919
2023-03-29 10:00:00,974.6748657,699.3812256,1.689227819,70,133.3445587,38.02,0.03,58.05,66.99,81.03,0.12,0.39,3.9,5.25,8.62,13.52,20.18,0.811917919
2023-03-29 12:00:00,987.1314697,698.1571045,1.75063777,70,135.4540558,38.02,0.03,58.05,66.99,81.03,0.12,0.39,3.9,5.25,8.62,13.52,20.18,0.811917919
2023-03-29 14:00:00,991.6174927,696.8217773,1.789352775,70,135.2891998,39.53,0.05,59.41,68.18,81.77,0.14,0.43,4.2,5.66,9.3,14.5,21.41,0.850840861
2023-03-29 16:00:00,991.6174927,696.8217773,1.789352775,70,135.2891998,39.53,0.05,59.41,68.18,81.77,0.14,0.43,4.2,5.66,9.3,14.5,21.41,0.850840861
2023-03-29 18:00:00,991.8711548,700.6275635,1.561068296,70,133.8898926,39.53,0.05,59.41,68.18,81.77,0.14,0.43,4.2,5.66,9.3,14.5,21.41,0.850840861
2023-03-29 20:00:00,993.5534668,702.9644165,1.590438485,70,136.2488251,39.53,0.05,59.41,68.18,81.77,0.14,0.43,4.2,5.66,9.3,14.5,21.41,0.850840861
2023-03-29 22:00:00,1003.940796,709.9082031,1.619363427,70,142.7887421,40.84,0.15,60.59,69.23,82.52,0.25,0.53,4.66,6.25,10.12,15.51,22.58,0.827060136
2023-03-30 00:00:00,992.4185181,710.7762451,1.384404302,70,140.1000824,40.84,0.15,60.59,69.23,82.52,0.25,0.53,4.66,6.25,10.12,15.51,22.58,0.827060136
2023-03-30 02:00:00,996.0368042,708.6841431,1.423563957,70,136.7899475,40.84,0.15,60.59,69.23,82.52,0.25,0.53,4.66,6.25,10.12,15.51,22.58,0.827060136
2023-03-30 04:00:00,1000.429382,711.1101074,1.512118578,70,140.2522583,40.84,0.15,60.59,69.23,82.52,0.25,0.53,4.66,6.25,10.12,15.51,22.58,0.827060136
2023-03-30 06:00:00,997.9326782,714.5596924,1.589993238,70,140.155014,37.83,0.09,57.74,66.65,80.67,0.15,0.41,3.95,5.34,8.77,13.64,20.21,0.81710497
2023-03-30 08:00:00,1001.537415,710.4869385,1.574418545,70,134.8199463,37.83,0.09,57.74,66.65,80.67,0.15,0.41,3.95,5.34,8.77,13.64,20.21,0.81710497
2023-03-30 10:00:00,1003.553589,704.9896851,1.621588469,70,134.4098663,37.83,0.09,57.74,66.65,80.67,0.15,0.41,3.95,5.34,8.77,13.64,20.21,0.81710497
2023-03-30 12:00:00,994.1276855,703.276001,1.52502358,70,130.9348755,37.83,0.09,57.74,66.65,80.67,0.15,0.41,3.95,5.34,8.77,13.64,20.21,0.81710497
2023-03-30 14:00:00,999.6950684,705.3458252,1.674098372,70,136.9886322,40.07,0.08,60.13,68.93,82.5,0.18,0.47,4.31,5.79,9.47,14.72,21.73,0.796706925
2023-03-30 16:00:00,999.6950684,705.3458252,1.674098372,70,136.9886322,40.07,0.08,60.13,68.93,82.5,0.18,0.47,4.31,5.79,9.47,14.72,21.73,0.796706925
2023-03-30 18:00:00,998.2396851,710.9542847,1.399089098,70,138.256897,40.07,0.08,60.13,68.93,82.5,0.18,0.47,4.31,5.79,9.47,14.72,21.73,0.796706925
2023-03-30 20:00:00,996.2904053,712.9350586,1.343019009,70,136.2953339,40.07,0.08,60.13,68.93,82.5,0.18,0.47,4.31,5.79,9.47,14.72,21.73,0.796706925
2023-03-30 22:00:00,1002.658936,715.7837524,1.395528913,70,139.0643311,37.9,0.09,57.89,66.81,80.82,0.12,0.36,3.75,5.11,8.53,13.46,20.12,0.808982658
2023-03-31 00:00:00,991.2838135,711.9558105,1.425343752,70,134.9848022,37.9,0.09,57.89,66.81,80.82,0.12,0.36,3.75,5.11,8.53,13.46,20.12,0.808982658
2023-03-31 02:00:00,1007.74585,717.1859131,1.432908773,70,138.9797974,37.9,0.09,57.89,66.81,80.82,0.12,0.36,3.75,5.11,8.53,13.46,20.12,0.808982658
